,full_text
420,"\Congress Must Stop @USDA's Animal Experiments, Says Whistleblower.\"" Support @WhiteCoatWaste.... to stop cruel, outdated experiments... done on animals.... in order to embezzle tax payers money!"
421,"Pic 1: The Hindu cropping it for Pappu
Pic 2: Actual image
WTH ðŸ˜‚ 
#CropLikeTheHindu https://t.co/EWdM5gfdIn"
424,"Big ticket debaters in a Cong vs BJP face off
@ShashiTharoor vs @HardeepSPuri 
Coming up next: #CampusFaceOff with @sardesairajdeep at 9 from Hindu College at Delhi University. Donâ€™t miss it! #IndiaElects https://t.co/CWZl4vqeLa"
429,"After listening to the argument of @narendramodi ji that nothing happened in 55 years, all the development has been done during last 5 yrs, it seems Modi ji directly took birth 5 years back that also fully grown at the age of 63. He didn't evolve."
434,"@YRDeshmukh Is this poll not biased already, given that most of your followers are pro-Modi (me included)? ðŸ˜€"
439,"Nearly a year after the news first emerged of the seriousness #Goa Chief Minister #ManoharParrikar's (63) health, the BJP leader's severe ill-health continues to affect him, his party and the small state of 1.6 million people. 

https://t.co/XeViWrtmnZ"
441,@YourGirlNeha That explains Modi's low self-esteem. Period!!
442,#RafaleDeal Looks like Pakistan ISI has given final warning to RaGa to stop the Rafale deal and delivery otherwise his ar..se is on fire.?Invent something to link it to Modi.ðŸ˜’
443,This is BIG... Rhetoric won't bail the Modi Govt out on this.... It will require real factual answers from the PM &amp; Raksha Mantri... #BJP can't just wish away #Rafale issue in the 2019 election season.. https://t.co/gOQDioaSAe
452,"Families of farmers on hunger strike.
If this BJP government in Maharashtra and Modiji has any shame left should resign immediately and call for elections.

@ProfCong @AIPCMaha

3 Women On Hunger Strike To Press For Farmers' Demands In Maharashtra - NDTV https://t.co/O3PKnV0L2E"
453,"Following the rapid escalation of the group into a multi-crore venture, it caught the eye of the investigators. Sanjay Bhandari's business dealings were under the scanner in 2014 after the NDA came to power. That is where the problems for Robert Vadra began."
458,"The Brigade Rally was possible due to the massive support of the people of Bengal who are suffering under oppressive policies of BJP at Centre &amp; TMC in the state, and the dedication of every single Comrade. We must oust both BJP &amp; TMC to ensure that People get their due #LalSalam https://t.co/eYSvwiUtMB"
460,"#BJP ; You guys have become such pathetic liars. Don't you know your reputation is in tatters, no one believes your rubbish? https://t.co/HYJ65UgqhK"
462,Anil Ambani's listed companies have a debt of over 1 lakh crore and are on the verge of bankruptcy. This is the crony to whom Modi gave Rafale offset contracts worth up to 30K crore! https://t.co/VoXGYETTcf
467,Since 2014 we are in safe hands. No more terrorist attacks on civilians. National security is the most important priority for Modi Govt! #ForTheFirstTime https://t.co/RYExhtBvU6
469,Why is every Indian liberal orgasming over this data? Kashmir is not a Modi problem you morons! ðŸ¤¦ðŸ»â€â™‚ï¸ https://t.co/eANYjDoBtl
473,I was reminded of this scene from a movie on learning that Thomas Piketty will be managing the Indian economy in the event of NDA losing #Election2019 https://t.co/3RaorMTky1
474,"@RodneyDavis There should not have been a shutdown, Jackass. You could have funded a bill for the wall while you controlled both sides of Congress, but you were too interested in passing the #taxscam Youâ€™re hurting people and trying to blame others. Thatâ€™s the worst kind of sin."
476,Guess who didn't whine about lunch when she testified before Congress? https://t.co/0vjkw88uwm
479,"@RahulGandhi Modi + BJP + RSS + VHP + BD + SAD + SS + JDU + LJP + DMDK + NPF + PMK + NPP + AP + GJM + SDF + Other smaller parties + Republic TV + Zee Network + Anil Ambani + Mukesh Ambani + Adani + Corporate gang  unlimited Money Power. 

Vs 

People of India."
492,"Cow slaughter ban by CONG

1955 - UP, Punjab, Himachal Pradesh, Bihar &amp; Rajasthan 
1959 - MP 
1960 - Gujarat, Orrisa 
1964 - K'taka 
1966 - Haryana 
1968 - Puducherry
1976 - Maharasthra 
1977 - AP
1978 - Daman Diu 

BJP formed in 1980.

Yet people think BJP banned BEEF!"
493,"Rep. Debbie Lesko (R-AZ): \I am very disappointed in this hearing. I ran for Congress to get things done.\"" Said the hearing was \""character assassination and harassment of our witness.\"" She said she is \""sad.\"""
495,"Exposed!

\Parallel negotiations by PMO with French side has weakened the position of MoD and Indian Negotiating Team in the #RafaleDeal\"" : Defence Ministry of India"
496,"@ANINewsUP the fools dont even care about issues like accessible, affordable, quality education. what else to expect from @BJP4India youth wing when most of their netas are criminals &amp; so many incl PM Modi lies about his education."
498,"Freshly upgraded Mirage 2000 by HAL crashed today.
 
2 IAF Pilots died.

HAL can't even upgrade planes &amp; Rahul wants HAL to make RAFALE!

If HAL dies. Pilots will live ; If HAL lives. Pilots will keep dying!

Rahul wants 'killer' HAL to live at any cost!

https://t.co/5VPoyGhx2v"
500,@davidcicilline Guess who didn't whine about lunch when she testified before Congress? https://t.co/AuWIu4lqWT
504,White House refuses to meet Congress' deadline on Khashoggi killing https://t.co/srZ1ioxEXv https://t.co/WD2vguMsGg
505,"@riotsquirl @verywindycity @JeffBezos I mean if theyâ€™re going after Jeff Bezos so brazenly, imagine how much shit they might have on every Republican member of Congress"
511,"Karnataka Chief Minister HD Kumaraswamy said he will quit politics the audio clip released by him on BJP state president BS Yeddyurappa, purportedly, luring JD(S) lawmakers with bribes, are proven to be fake

https://t.co/5RRuA5Rn4J"
515,"#GoBackModi is trending worldwide at No. 6th. ðŸ˜ðŸ˜˜ðŸ˜˜ðŸ˜˜

So #TNWelcomesModi ....how's the JOSH ? ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ¤£ðŸ¤£ðŸ¤£ https://t.co/44Ws5UZ1tM"
516,Intelligent people have fed up with liar Modi while fools are still supporting Modi who fools them with his oratory skills &amp; mislead them with wrong facts! #GoBackModi #TamilNadu #AndhraPradesh
517,"For the first time, Modi govt resolved the three-decade old long pending demand of OROP of our veterans #TNWelcomesModi #DMKFails"
521,"Congress attacks Piyush Goyal citing media report, media admits it was fake news
https://t.co/kV59oOecMc"
526,"\Our first priority will be the well-being of #farmers and development of #agriculture in the state. Farmers have been the worst victims of #BJP rule.\"" https://t.co/7TpseD20ks"""
528,"#GoBackModi defeat Welcome modi trend ðŸ¤£ðŸ¤£ðŸ¤£ðŸ¤£ Hello 
Sangis wait for tomorrow game 
Tamilans will rock again one more time ðŸ’ªðŸ’ªðŸ’ªðŸ’ª https://t.co/kdL4bRW6Ax"
530,"#TNWelcomesModi
#DMKFails 
Name: Narendra Modi
CM: 13 yrs
PM of India: Since last 5 yrs
Leaves taken: 0
Cash in hand: Rs 48,944
Does he own vehicle: NO
How many family members in politics: 0
Purchased 900 sqft house in 2002 for Rs 1 lakh
Biggest Crime: Reduced Corruption in India"
532,"Modiji kickstarted the campaign in a â€œpositive wayâ€ rather than criticising or blame game. #
#TNWelcomesModi
#DMKFails"
535,"BREAKING: Per Congressional Sources 
Rep Adam Schiff Used Taxpayer $$$ 
to Reach a Sexual Harassment Settlement with 19 Year Old Male in 2013. 
Congress has a 'Hush Fund'
WE THE PEOPLE Demand Users be Revealed' #QAnon #WWGiWGA 12/9/18 https://t.co/ybTZi09sTr @VP @realJamesWoods"
537,The government note in the Supreme Court does not contain a word about the â€œparallel parleysâ€ conducted by the PMO with the Diplomatic Advisor to the French Defence Minister on the #Rafaledeal. https://t.co/fqQoVppTEE
544,"New Bihar DGP was examined by CBI in yet to be resolved child abduction plus possible murder case, quit IPS in 2009 to join BJP. Reporting. https://t.co/cy9VqoVFQW"
545,You BJP! You never win the Tamil people #GoBackModi #GoBackSadistModi https://t.co/jbA2uZkgAE
547,"@IJaising @pbhushan1 @nramind @DrAMSinghvi @bainjal @rohini_sgh @RaviNair54 @KapilSibal @ScbaIndia Indiraji SC kiu daba diya Error wali baat , kiski bhul huyi Grammar , SC yaa Rss , Bjp Sarkar , kiya CAG , PAC reports , public domain , kiya ho rahi hai , please clear me , what going on SC , Rss, Bjp govt saying SC gave cleanshit ."
548,"India on Saturday slammed China for its comment on Prime Minister Narendra Modi's visit to Arunachal Pradesh, reiterating that the \state of Arunachal Pradesh is an integral and inalienable part of India\""."
549,"@tk_srivastava @Sapna_3 @narendramodi DESIGN from Sanatan Eternally 
From time of #Asuras who ALWAYS believed they were RIGHT. 

Each Time, from Tarakasur Narakasur to Kamsa Ravana to Kejri Lalu Sharu DMK [Asuras have ASTOUNDING Hunger] 

We also know Most of our festivals Diwali Holi rejoice in Asuric Loss"
552,"News after 50 years...

Today's headline...
1. India successfully launched another satellite to Mars. 
2. Pakistani Terrorists tried to cross LoC were killed by Indian Army
3. BJP started new scheme for students
4. Has 98 yrs old young rOwl bobo come of age?"
553,"#GoBackModi
Atrocities of Modi Regime 
ðŸ‘‰ Thoothukudi Massacre
ðŸ‘‰NEET murders
ðŸ‘‰ Obstructing Keezhadi excavations
ðŸ‘‰ Hindi imposition
ðŸ‘‰ Engineering students unemployment
ðŸ‘‰ Ochki cyclone
ðŸ‘‰kuangini fire accident
ðŸ‘‰ Fisherman issues
ðŸ‘‰gaja cyclone
ðŸ‘‰farmer protest  
#gobackmodi2 https://t.co/AQ10up3dpk"
556,"two types of #law in #India. #Brahmins are a law but another law for other #religions and #castes. As the fight #against the #British. we have to #fight against #Brahmins
#RSS_Killed_Mahatma #RSSKilledGandhi #rssterror #rsspirit #RSS https://t.co/H95nkFtlC9"
560,#GoBackModi is fake one..this is d real letter..bt see how pappu marketing wrongly typed letter with d help of journalism..welcome modi..Bharath matha ki jai.. https://t.co/NGOjXUVCA5
562,"We have found that even after reporting @Shehla_Rashid @AmbedkarCaravan @jigneshmevani80 @RanaAyyub several times no action is taken by you. U have always blocked accounts pro right, pro BJP. Blocked account who reply to offensive Pak handles. https://t.co/nXEp62HHs1"
563,Higher revenues to govt from Income Declaration Scheme spent on welfare of the poor. India stands together to end poverty. #TNWelcomesModi #DMKFails
564,"Extreme fragility of Modi regime reflects in d direct attack on FOE. Intolerance towards Criticism is highly exhibited By the acts of the govt.

Puts the case of the nervous govt on more messy &amp; weaker grounds when A legend like #AmolPalekar is prevented frm speaking his mind https://t.co/rAEBSh1VaJ"
566,"@Aamitabh2 Sir, please also be pleased with 1000 UPSwan engineers who have been providing their services to the UP government for the past 10 years. But in October 17, the BJP government, due to lack of budget, left us in the condition of starvation by unemployed. https://t.co/LIJKJcJ3I7"
568,No wonder the Green New Deal legislation is so embarassingly bad. AOC's only experience before coming to Congress was being a bartender.
569,@JAGADES76810767 @Manojku74580785 And also AP has huge debts because of the division modi himself assured to assist AP but he lied
571,"Achievements of PM Modi 
Every village in TN is electrified
About 9 Crores Toilets have been made 
More than 30 Crores Bank a counts for poor people

And Stalin's achievement is being unable to pronounce Arun Jaitley's name. 

#TNWelcomesModi"
581,"Breaking | Trinamool Congress MLA shot dead, BJP blamed - InsideNE https://t.co/RSZxm2PstI"
583,"Read this list of scandals we won't have to repeat if #HR1 becomes law - then read our resource and set a reminder to call your member of Congress &amp; tell them to support the bill on Monday morning â†’ https://t.co/0jEmKPwMaI
https://t.co/dHNQ44iiPM"
596,"Accidental insurance for Just Re:1 in Modi Government
#TNWelcomesModi
#DMKFails"
603,The man who broke the backbone of black economy visits Tirupur #TNWelcomesModi
604,"Isn't it the biggest tragedy of Ind that apprehensions are being cast on the integrity of this man just bcoz he has made life of corrupts miserable?  

#BharatBacksModi #NorthEastForModi #TNWelcomesModi https://t.co/kIMIIKJ3B3"
612,"18 hours since Hindu broke story on how PMOâ€™s role in Rafale 

Not a single BJP member has been able to explain why PMO was siding with the French 

Only response was @amitmalviya paid babies harassing &amp; trolling The Hindu 

Time to give this party one tight slap on voting day"
615,Resounding welcome for Ambassador Harsh Vardhan Shringla by record number of US lawmakers; Bipartisan members of Congress laud contributions of Indian diaspora. https://t.co/GvY5Jf08B0 @geetgoindi @harshvshringla @IndianEmbassyUS @CHAKRAVIEW1971
